sparse	sparse		seed
opt_einsum	opt-einsum		seed
autoray	autoray		seed
pyro	pyro-ppl		seed
numpyro	numpyro		seed
gpflow	gpflow		seed
gpytorch	gpytorch		seed
botorch	botorch		seed
linear_operator	linear-operator		seed
cma	cma		seed
nltk	nltk		seed
textblob	textblob		seed
polyglot	polyglot		seed
langdetect	langdetect		seed
googletrans	googletrans		seed
deep_translator	deep-translator		seed
sacrebleu	sacrebleu		seed
rouge_score	rouge-score		seed
bert_score	bert-score		seed
newspaper3k	newspaper3k		seed
goose3	goose3		seed
trafilatura	trafilatura		seed
readability	readability-lxml		seed
sumy	sumy		seed
keybert	keybert		seed
yake	yake		seed
pke	pke		seed
flashtext	flashtext		seed
fuzzywuzzy	fuzzywuzzy		seed
thefuzz	thefuzz		seed
jellyfish	jellyfish		seed
editdistance	editdistance		seed
Levenshtein	python-Levenshtein		seed
datasketch	datasketch		seed
anndata	anndata		seed
scanpy	scanpy		seed
squidpy	squidpy		seed
cellpose	cellpose		seed
stardist	stardist		seed
napari	napari		seed
aicsimageio	aicsimageio		seed
tifffile	tifffile		seed
imageio	imageio		seed
scikit_image	scikit-image		seed
mahotas	mahotas		seed
SimpleITK	SimpleITK		seed
nibabel	nibabel		seed
dicom	pydicom		seed
pydicom	pydicom		seed
nilearn	nilearn		seed
mne	mne		seed
neo	neo		seed
brian2	Brian2		seed
nest	nest		seed
neuron	NEURON		seed
elephant	elephant		seed
quantities	quantities		seed
unyt	unyt		seed
astroquery	astroquery		seed
lightkurve	lightkurve		seed
sunpy	sunpy		seed
spacepy	spacepy		seed
spiceypy	spiceypy		seed
skyfield	skyfield		seed
ephem	ephem		seed
healpy	healpy		seed
reproject	reproject		seed
ccdproc	ccdproc		seed
photutils	photutils		seed
specutils	specutils		seed
galpy	galpy		seed
gala	gala		seed
pynbody	pynbody		seed
yt	yt		seed
periodictable	periodictable		seed
mendeleev	mendeleev		seed
pymatgen	pymatgen		seed
jarvis	jarvis-tools		seed
mp_api	mp-api		seed
biopandas	biopandas		seed
prody	ProDy		seed
biotite	biotite		seed
pyrosetta	pyrosetta		seed
openbabel	openbabel		seed
deepchem	deepchem		seed
molml	molml		seed
morfeus	morfeus-ml		seed
tpot	TPOT		seed
automl	auto-sklearn		seed
pycaret	pycaret		seed
h2o	h2o		seed
catboost	catboost		seed
lightgbm	lightgbm		seed
vowpalwabbit	vowpalwabbit		seed
river	river		seed
alibi	alibi		seed
alibi_detect	alibi-detect		seed
captum	captum		seed
shap	shap		seed
lime	lime		seed
interpret	interpret		seed
fairlearn	fairlearn		seed
aif360	aif360		seed
responsibleai	responsibleai		seed
dowhy	dowhy		seed
econml	econml		seed
causalml	causalml		seed
